SB.spot,ACCESSION,refseq_gene_id,chromosome_number,chromosome_scaffold,stand,strat,end,gene_name,refseq_transcript_id
SB02042B1B02.f1,CK307058,115493783,2,NC_045000.1,+,69561192,69565835,SOX4,XM_030265574.2
SB02029B1D05.f1,CK305517,115493783,2,NC_045000.1,+,69561192,69565835,SOX4,XM_030265574.2
SB02003B1G04.f1,CK309661,115493783,2,NC_045000.1,+,69561192,69565835,SOX4,XM_030265574.2
SB02022A2B10.f1,CK304018,100231811,2,NC_045000.1,+,70476839,70485224,NRSN1,XM_030265578.2
SB02003A1C05.f2.A,CK303279,100231811,2,NC_045000.1,+,70476839,70485224,NRSN1,XM_030265578.2
SB02034A1C06.f1,CK306392,100229903,2,NC_045000.1,+,70551673,70496696,DCDC2,XM_030265579.2
SB02013A2D02.f1,CK301860,100222151,2,NC_045000.1,+,70595004,70604403,ALDH5A1,XM_030265594.2
SB03048A1A05.f1,DV960596,100224155,2,NC_045000.1,+,71433250,71592305,ATP9B,XM_030265600.2
SB03006B2E05.f1,DV946979,100224155,2,NC_045000.1,+,71433250,71592305,ATP9B,XM_030265600.2
SB02038B1G08.f1,CK313764,100222208,2,NC_045000.1,+,71810627,71906453,CTDP1,XM_030265607.2
SB02007A2D10.f1,CK310955,100222208,2,NC_045000.1,+,71810627,71906453,CTDP1,XM_030265607.2
SB02040B2B12.f1,CK314858,100226083,2,NC_045000.1,+,72061004,71993923,SLC66A2,XM_030265611.2
SB02046A2D12.f1,CK308364,115493792,2,NC_045000.1,+,72089075,72078454,TXNL4A,XM_030265614.2
SB02038A2C12.f1,CK313645,115493792,2,NC_045000.1,+,72089075,72078454,TXNL4A,XM_030265614.2
SB03027A1B01.f1,DV953728,115493793,2,NC_045000.1,+,72075507,72078039,HSBP1L1,XM_030265615.2
SB03028A2A06.f1,DV954057,100224208,2,NC_045000.1,+,72220318,72172227,RECK,XM_030265618.2
SB02015A1C04.f1,CK302205,100229409,1,NC_044998.1,+,20658433,20616079,CFAP44,XM_030265626.2
SB03022B1B03.f1,DV952233,100222147,2,NC_045000.1,+,72458745,72446483,TRIP13,XM_030265630.1
SB02039A2F10.f1,CK314387,100226489,1,NC_044998.1,+,20561083,20615104,BOC,XM_030265638.2
SB02033B2C06.f1,CK306325,100231796,2,NC_045000.1,+,72524687,72621146,TPPP,XM_030265639.2
SB02032B2H06.f2,CK314221,100223166,2,NC_045000.1,-,72973336,72949317,PPP1R17,XM_030265647.2
SB03034B1B10.f1,DV956058,100220276,2,NC_045000.1,+,73090495,73024845,SLC12A7,XM_030265648.2
SB03011A2G08.f1,DV948558,101232966,2,NC_045000.1,+,73218516,73257920,ICE1,XM_030265657.2
SB02022A1G11.f1,CK303976,100232356,1,NC_044998.1,+,20658935,20676710,ILDR1,XM_030265658.2
SB03013B2C01.f1,DV949343,100226080,2,NC_045000.1,+,74062966,74230654,ADCY1,XM_030265660.2
SB02008A2H08.f1,CK311285,100217896,1,NC_044998.1,+,20703788,20711992,CLDND1,XM_030265674.2
SB02024B2F01.f1,CK315439,100224769,2,NC_045000.1,+,80573452,80529109,MARCHF6,XM_030265675.2
SB02023B1A04.f1,CK304438,100224769,2,NC_045000.1,+,80573452,80529109,MARCHF6,XM_030265675.2
SB03006B2B05.f1,DV946946,100224769,2,NC_045000.1,+,80573452,80529109,MARCHF6,XM_030265676.2
SB02010A2B01.f1,CK311909,100217896,1,NC_044998.1,+,20703788,20711992,CLDND1,XM_030265688.2
SB02025A2D07.f1,CK304802,100217968,2,NC_045000.1,+,81800893,82039268,SEMA5A,XM_030265701.2
SB03030B1E09.f1,DV954826,100228556,2,NC_045000.1,+,82344166,82314642,MTRR,XM_030265703.2
SB03021B1G05.f1.A,DV951940,100222808,2,NC_045000.1,+,82344279,82352725,FASTKD3,XM_030265710.2
SB02025B2B03.f1,CK304889,100220882,2,NC_045000.1,+,82860151,82801962,TENT4A,XM_030265716.2
SB02010B2H08.f1,CK312110,100223811,2,NC_045000.1,+,82889581,82910946,NSUN2,XM_030265717.2
SB02005B2G03.f1,CK310392,100223811,2,NC_045000.1,+,82889581,82910946,NSUN2,XM_030265717.2
SB03031A2C05.f1.A,DV955049,100220870,2,NC_045000.1,+,82952088,82934626,UBE2QL1,XM_030265718.2
SB02033B1D02.f1.A,CK306226,100220870,2,NC_045000.1,+,82952088,82934626,UBE2QL1,XM_030265718.2
SB03037B1H04.f1,DV957042,100226623,2,NC_045000.1,+,84003054,83930416,DDC,XM_030265740.2
SB03004A1H03.f1,DV946055,100221451,2,NC_045000.1,+,86368474,86742391,FHOD3,XM_030265757.2
SB010017000A09,CK235175,100221451,2,NC_045000.1,+,86368474,86742391,FHOD3,XM_030265757.2
SB02043A2H05.f1,CK307378,100221451,2,NC_045000.1,+,86368474,86742391,FHOD3,XM_030265760.2
SB03051B1H10.f1,DV961898,100218608,2,NC_045000.1,+,86856948,86851113,C2H18orf21,XM_030265763.2
SB03045A2B12.f1,DV959686,100218608,2,NC_045000.1,+,86856948,86851113,C2H18orf21,XM_030265763.2
SB03012A2F06.f1,DV948885,100218608,2,NC_045000.1,+,86856948,86851113,C2H18orf21,XM_030265763.2
SB02044A2G08.f1,CK307707,100218608,2,NC_045000.1,+,86856948,86851113,C2H18orf21,XM_030265763.2
SB02014B2D08.f1,CK302102,100218608,2,NC_045000.1,+,86856948,86851113,C2H18orf21,XM_030265763.2
SB02047B2F02.f1,CK308881,100229109,2,NC_045000.1,+,87188045,87094215,GALNT1,XM_030265767.2
SB02036B2A03.f1,CK313084,100229109,2,NC_045000.1,+,87188045,87094215,GALNT1,XM_030265767.2
SB02006A1B01.f1,CK310425,100232089,2,NC_045000.1,+,87596549,87518422,TMEM245,XM_030265768.2
SB03039A1C11.f1,DV957520,100226335,2,NC_045000.1,+,87615694,87599191,FRRS1L,XM_030265770.2
SB03037B2E10.f1,DV957101,100226335,2,NC_045000.1,+,87615694,87599191,FRRS1L,XM_030265770.2
SB03017A2C10.f1,DV950448,100226335,2,NC_045000.1,+,87615694,87599191,FRRS1L,XM_030265770.2
SB03007B2B06.f1,DV947304,100226335,2,NC_045000.1,+,87615694,87599191,FRRS1L,XM_030265770.2
SB03007A2G02.f1.A,DV947176,100226335,2,NC_045000.1,+,87615694,87599191,FRRS1L,XM_030265770.2
SB03016A2D03.f1,DV950110,105759018,2,NC_045000.1,+,87804046,87636890,EPB41L4B,XM_030265773.2
SB03028B1A03.f1,DV954121,105759018,2,NC_045000.1,+,87804046,87636890,EPB41L4B,XM_030265776.2
SB02036B2B06.f1,CK313098,100226268,2,NC_045000.1,+,88027546,87935276,PTPN3,XM_030265782.2
SB03021B1D12.f1,DV951913,100223410,2,NC_045000.1,+,88454026,88955568,LOC100223410,XM_030265796.2
SB03046A1A08.f1,DV959927,100223410,2,NC_045000.1,+,88454026,88955568,LOC100223410,XM_030265797.2
SB02010A1G09.f1,CK311839,100223410,2,NC_045000.1,+,88454026,88955568,LOC100223410,XM_030265802.2
SB02025B1B08.f1,CK304855,100222510,2,NC_045000.1,+,88961897,88950585,ZNF830,XM_030265805.2
SB03019A1D09.f1.A,DV951056,100223455,2,NC_045000.1,+,90387809,90393152,IRX1,XM_030265818.2
SB03015A1H08.f1,DV949785,100223455,2,NC_045000.1,+,90387809,90393152,IRX1,XM_030265818.2
SB02028A2F10.f1,CK316051,100223455,2,NC_045000.1,+,90387809,90393152,IRX1,XM_030265818.2
SB03020B1B07.f1,DV951533,100231137,2,NC_045000.1,+,91094158,91052087,ANKS6,XM_030265820.2
SB020002000F08,CK301268,100231137,2,NC_045000.1,+,91094158,91052087,ANKS6,XM_030265820.2
SB03048B1C08.f1,DV960798,100222507,2,NC_045000.1,+,91154843,91606093,GABBR2,XM_030265823.2
SB03016B1A08.f1,DV950168,100229095,2,NC_045000.1,+,91680904,91642705,ELP2,XM_030265824.2
SB03015B2H01.f1,DV949998,100226257,2,NC_045000.1,+,91729843,91789177,CTNNAL1,XM_030265827.2
SB02014B2H08.f1,CK302175,100220498,2,NC_045000.1,+,91812861,91792759,SLC39A6,XM_030265829.2
SB02008B2H04.f1,CK311426,100220498,2,NC_045000.1,+,91812861,91792759,SLC39A6,XM_030265829.2
SB03049B2H11.f1,DV961295,100222447,2,NC_045000.1,+,91860910,91974716,TMEFF1,XM_030265830.2
SB03035A2D08.f1.A,DV956306,100222447,2,NC_045000.1,+,91860910,91974716,TMEFF1,XM_030265830.2
SB02048A1D10.f1,CK308952,100232083,2,NC_045000.1,-,92146081,91992719,LOC100232083,XM_030265831.2
SB02035B1G06.f1,CK312713,100232083,2,NC_045000.1,+,92146081,91992719,LOC100232083,XM_030265831.2
SB03012A2B11.f1,DV948850,100230122,2,NC_045000.1,+,92213738,92185101,LOC100230122,XM_030265837.2
SB02006B2E05.f1,CK310709,100223398,2,NC_045000.1,+,92596928,92571031,STX17,XM_030265856.2
SB03012B2C06.f1,DV949009,100223398,2,NC_045000.1,+,92596928,92571031,STX17,XM_030265858.2
SB03033A2C05.f1,DV955688,100220502,2,NC_045000.1,+,92654125,92623126,NR4A3,XM_030265859.2
SB02046B2B07.f1,CK308507,100220502,2,NC_045000.1,+,92654125,92623126,NR4A3,XM_030265859.2
SB02028B1C02.f1,CK315950,100220502,2,NC_045000.1,-,92654125,92623126,NR4A3,XM_030265859.2
SB02019A1D12.f1,CK316530,100220502,2,NC_045000.1,+,92654125,92623126,NR4A3,XM_030265859.2
SB03022A1G05.f1,DV952117,100217660,2,NC_045000.1,+,93215642,93190617,SCGN,XM_030265865.2
SB03020A1C08.f1,DV951382,100227311,2,NC_045000.1,+,93419441,93224887,CARMIL1,XM_030265869.2
SB03007B2G09.f1,DV947360,100227311,2,NC_045000.1,+,93419441,93224887,CARMIL1,XM_030265870.2
SB02049B2D01.f1,CK309547,115493820,2,NC_045000.1,-,93307960,93312478,LOC115493820,XM_030265874.2
SB02015B2H02.f1,CK302528,115493820,2,NC_045000.1,-,93307960,93312478,LOC115493820,XM_030265874.2
SB02006A1G05.f1,CK310492,115493820,2,NC_045000.1,-,93307960,93312478,LOC115493820,XM_030265874.2
SB03007A2E10.f1.A,DV947160,100222493,2,NC_045000.1,+,93591737,93597657,TDP2,XM_030265879.2
SB02033A2E10.f1,CK306159,100220491,2,NC_045000.1,+,94011572,93936185,ZNF236,XM_030265881.2
SB02047B2B04.f1,CK308837,100230061,2,NC_045000.1,+,94140257,94240756,ZNF516,XM_030265889.2
SB02009B2C04.f1,CK311731,100230061,2,NC_045000.1,+,94140257,94240756,ZNF516,XM_030265891.2
SB02030B1H12.f1,CK316296,100231084,2,NC_045000.1,+,94746542,94756938,ZADH2,XM_030265893.2
SB03043A2D12.f1,DV959003,100229152,2,NC_045000.1,+,95217881,95202704,CNDP2,XM_030265895.2
SB03045B1B01.f1,DV959758,100229152,2,NC_045000.1,+,95217881,95202704,CNDP2,XM_030265896.2
SB03021B2C11.f1,DV951988,100223446,2,NC_045000.1,+,95230242,95250566,DIPK1C,XM_030265899.2
SB03017B1G06.f1,DV950563,100231126,2,NC_045000.1,+,95347435,95370998,FBXO15,XM_030265903.2
SB010016000B05,CK235068,100229209,2,NC_045000.1,+,95811631,95891052,NETO1,XM_030265909.2
SB010011000B06,CK234552,100229209,2,NC_045000.1,+,95811631,95891052,NETO1,XM_030265909.2
SB02043B2B05.f1,CK307488,100229209,2,NC_045000.1,+,95811631,95891052,NETO1,XM_030265910.2
SB03043A1D03.f1,DV958909,100225343,2,NC_045000.1,+,96892045,96863718,SOCS6,XM_030265916.2
SB03041B1E12.f1.A,DV958414,100218291,2,NC_045000.1,+,97303093,97050934,DOK6,XM_030265926.2
SB03032B1H12.f1,DV955498,100218291,2,NC_045000.1,+,97303093,97050934,DOK6,XM_030265926.2
SB03023A2E03.f1,DV952525,100218291,2,NC_045000.1,+,97303093,97050934,DOK6,XM_030265926.2
SB02032A2G11.f2,CK314040,100218291,2,NC_045000.1,+,97303093,97050934,DOK6,XM_030265926.2
SB02020B1G10.f1,CK317052,100218291,2,NC_045000.1,+,97303093,97050934,DOK6,XM_030265926.2
SB03012B1C03.f1,DV948929,100231770,2,NC_045000.1,+,97718153,97707812,DSEL,XM_030265928.2
SB02016A1A03.f1,CK302541,100229701,2,NC_045000.1,+,98973963,98889791,LOC100229701,XM_030265931.2
SB02049B2D12.f1,CK309558,100223646,2,NC_045000.1,+,100144792,99818184,LOC100223646,XM_030265933.2
SB03051A2F07.f1,DV961785,100223646,2,NC_045000.1,+,100144792,99818184,LOC100223646,XM_030265936.2
SB03041A2H06.f1,DV958356,100225985,2,NC_045000.1,+,100311940,100439399,SPIRE1,XM_030265946.2
SB010022000A02,CK235652,100225985,2,NC_045000.1,+,100311940,100439399,SPIRE1,XM_030265946.2
SB02047B2B06.f1,CK308839,100230291,1,NC_044998.1,+,23332189,23304734,B4GALT4,XM_030265948.2
SB010014000B09,CK234926,100225009,2,NC_045000.1,+,100257727,100285079,PTPN2,XM_030265949.2
SB02049B2C10.f1,CK309536,100222053,2,NC_045000.1,+,100566931,100588226,MPPE1,XM_030265957.2
SB02009A2A04.f1,CK311613,100227480,1,NC_044998.1,+,23255958,23284076,LOC100227480,XM_030265966.2
SB03043B1A02.f1,DV959045,100223042,2,NC_045000.1,+,101589853,101562026,VAPA,XM_030265967.2
SB02035B2C09.f1,CK312760,100223042,2,NC_045000.1,+,101589853,101562026,VAPA,XM_030265967.2
SB010025000A11,CK235900,100232660,2,NC_045000.1,+,101685204,101750157,PPP4R1,XM_030265972.2
SB03031B1G04.f1,DV955183,100223065,2,NC_045000.1,+,101881947,101823989,ANKRD12,XM_030265981.2
SB03019B2E12.f1,DV951322,100220456,2,NC_045000.1,+,101789509,101756062,RALBP1,XM_030265983.2
SB03040A2D01.f1,DV957959,100225938,2,NC_045000.1,+,101821945,101794465,TWSG1,XM_030265988.1
SB03028A1D09.f1,DV954005,100223108,2,NC_045000.1,+,102038246,101990379,MTCL1,XM_030265989.2
SB03008A1B11.f1,DV947395,100226492,1,NC_044998.1,+,23378267,23403048,CHD1L,XM_030266003.2
SB03026A1G04.f1,DV953502,100222025,2,NC_045000.1,+,102755400,102853370,LAMA1,XM_030266006.1
SB02042A2F06.f1,CK307008,100226492,1,NC_044998.1,+,23378267,23403048,CHD1L,XM_030266007.2
SB03044A2F04.f1,DV959367,100229758,2,NC_045000.1,+,103330870,103473600,EPB41L3,XM_030266010.2
SB03025B1C06.f2.A,DV953293,100229758,2,NC_045000.1,+,103330870,103473600,EPB41L3,XM_030266012.2
SB02023B1E09.f1,CK304359,100229758,2,NC_045000.1,+,103330870,103473600,EPB41L3,XM_030266014.2
SB02035A2G09.f1,CK312633,105760670,1,NC_044998.1,+,23378329,23362048,LOC105760670,XM_030266022.2
SB02026B1H02.f1,CK315710,100229758,2,NC_045000.1,+,103330870,103473600,EPB41L3,XM_030266030.2
SB02009B2A09.f1.A,CK311714,100229758,2,NC_045000.1,+,103330870,103473600,EPB41L3,XM_030266032.2
SB03011A2C05.f1,DV948511,100226938,2,NC_045000.1,+,103498659,103508741,ZBTB14,XM_030266034.2
SB03010A1F08.f1,DV948122,101233017,2,NC_045000.1,+,103523011,103556711,AKAIN1,XM_030266038.2
SB02044B2A08.f1,CK307819,100226961,2,NC_045000.1,+,103678243,104077327,DLGAP1,XM_030266041.2
SB03007B2D01.f1,DV947321,100226961,2,NC_045000.1,+,103678243,104077327,DLGAP1,XM_030266045.2
SB02014B1A04.f1,CK302015,100224063,2,NC_045000.1,+,104103980,104092286,TGIF1,XM_030266046.2
SB03046A1B07.f1,DV959937,100227833,2,NC_045000.1,+,104183641,104257005,MYOM1,XM_030266049.2
SB02034A2G09.f1,CK306535,100230735,2,NC_045000.1,+,104263174,104306861,LPIN2,XM_030266053.2
SB03031A1H06.f1,DV955017,100230735,2,NC_045000.1,+,104263174,104306861,LPIN2,XM_030266054.2
SB03026A2B09.f1,DV953529,100220166,2,NC_045000.1,+,104433464,104363106,SMCHD1,XM_030266056.2
SB03001B1D07.f1,DV945150,100220166,2,NC_045000.1,+,104433464,104363106,SMCHD1,XM_030266056.2
SB03008A1A11.f1,DV947384,100226934,2,NC_045000.1,+,104460111,104442745,NDC80,XM_030266057.2
SB02018B1E06.f1.A,CK303710,100225028,2,NC_045000.1,+,105068743,105061835,ADCYAP1,XM_030266059.2
SB02014B2C04.f1,CK302142,100222116,2,NC_045000.1,+,105110763,105161519,YES1,XM_030266062.1
SB03042A2B02.f1,DV958628,100225574,1,NC_044998.1,+,23408020,23452936,VANGL1,XM_030266064.2
SB03008B2F04.f1,DV947676,100229794,2,NC_045000.1,+,105491326,105408275,ROCK1,XM_030266065.2
SB03031A2C12.f1,DV955056,100232712,2,NC_045000.1,+,105403138,105384078,USP14,XM_030266068.1
SB010009001B06,CK234836,100219275,2,NC_045000.1,+,105531350,105663459,GREB1L,XM_030266075.2
SB02046B1G05.f1,CK308470,100229733,2,NC_045000.1,+,106216803,106287911,CABLES1,XM_030266085.2
SB03004B1G09.f1,DV946225,100228447,1,NC_044998.1,+,23535805,23530974,NHLH2,XM_030266090.2
SB03049B2B08.f1,DV961226,100226002,2,NC_045000.1,+,106451764,106421017,ANKRD29,XM_030266091.2
SB03019A1C12.f1,DV951049,100225614,1,NC_044998.1,+,23580026,23619939,SLC22A15,XM_030266099.2
SB03041A1G02.f1,DV958251,100220124,2,NC_045000.1,+,107167903,106938392,ZNF521,XM_030266109.2
SB02036A2B12.f1,CK312925,100221174,2,NC_045000.1,+,107677074,107575863,KCTD1,XM_030266116.2
SB02003A2G01.f2,CK303350,100221174,2,NC_045000.1,+,107677074,107575863,KCTD1,XM_030266119.2
SB03004B1G02.f1,DV946218,100228487,1,NC_044998.1,+,23614807,23663141,MAB21L3,XM_030266124.2
SB03050A1H04.f1,DV961366,100229697,2,NC_045000.1,+,108227975,108113437,CDH2,XM_030266127.2
SB03050A2G12.f1,DV961453,100224930,2,NC_045000.1,+,109824333,109722777,GAREM1,XM_030266139.2
SB02045A1H09.f1,CK307911,100221072,2,NC_045000.1,+,109951040,109891655,KLHL14,XM_030266141.2
SB02031A1F06.f1,CK305702,100190719,1,NC_044998.1,+,23699338,23726297,ATP1A1,XM_030266142.2
SB02029B2D06.f1,CK305645,100190719,1,NC_044998.1,+,23699338,23726297,ATP1A1,XM_030266142.2
SB02004B1G12.f1,CK309879,100223030,2,NC_045000.1,+,110187178,110317499,ASXL3,XM_030266143.2
SB03016B2A12.f1,DV950258,100223030,2,NC_045000.1,+,110187178,110317499,ASXL3,XM_030266144.2
SB02018A2H08.f1,CK303810,100223030,2,NC_045000.1,+,110187178,110317499,ASXL3,XM_030266145.2
SB03007B1D05.f1,DV947235,100218224,2,NC_045000.1,-,110550472,110362533,NOL4,XM_030266146.2
SB02041B2A12.f1,CK306792,100218224,2,NC_045000.1,+,110550472,110362533,NOL4,XM_030266146.2
SB010007000C03,CK234421,100218224,2,NC_045000.1,+,110550472,110362533,NOL4,XM_030266146.2
SB03012B1G11.f1,DV948972,100230673,2,NC_045000.1,+,110631235,110852522,DTNA,XM_030266160.2
SB02031B1H02.f1.A,CK305922,100230673,2,NC_045000.1,+,110631235,110852522,DTNA,XM_030266169.2
SB02017B1H05.f1,CK303072,115493875,2,NC_045000.1,-,111034206,110977610,LOC115493875,XM_030266173.2
SB03049A1E03.f1,DV960994,100225933,2,NC_045000.1,+,112847213,112803248,PCMTD1,XM_030266190.2
SB02046B2E07.f1,CK308538,100223061,2,NC_045000.1,+,113288918,113223081,RB1CC1,XM_030266201.2
SB02010A2E09.f1,CK311947,100226958,2,NC_045000.1,+,113653327,113667769,MRPL15,XM_030266204.2
SB03036A2F02.f1,DV956582,100229612,2,NC_045000.1,-,114493961,114479692,MOS,XM_030266221.2
SB03011B2E09.f1,DV948711,100222114,2,NC_045000.1,+,114546355,114494065,PLAG1,XM_030266222.2
SB03043B1C04.f1,DV959070,100222114,2,NC_045000.1,+,114546355,114494065,PLAG1,XM_030266225.2
SB03006A2C01.f1,DV946776,101233120,2,NC_045000.1,+,114546539,114558656,CHCHD7,XM_030266229.2
SB02034B1E01.f1,CK306593,101233120,2,NC_045000.1,+,114546539,114558656,CHCHD7,XM_030266229.2
SB02023A2G07.f1,CK304426,100220244,2,NC_045000.1,+,115390939,115352544,NSMAF,XM_030266235.2
SB03034B1A04.f1,DV956046,100230764,2,NC_045000.1,+,116030411,115980551,CA8,XM_030266237.2
SB03048B2F08.f1,DV960918,100226891,2,NC_045000.1,+,116466683,116565182,CLVS1,XM_030266257.2
SB03036B1H09.f1,DV956698,100226891,2,NC_045000.1,-,116466683,116565182,CLVS1,XM_030266257.2
SB03012A1E07.f1,DV948793,100226891,2,NC_045000.1,+,116466683,116565182,CLVS1,XM_030266257.2
SB02049A1E01.f1,CK309304,100220150,2,NC_045000.1,+,117104464,117089498,GGH,XM_030266258.2
SB02018A1G12.f1,CK303623,100223024,2,NC_045000.1,+,116737084,117071259,NKAIN3,XM_030266260.2
SB03048B2G01.f1,DV960923,100221104,2,NC_045000.1,+,117141198,117168099,YTHDF3,XM_030266263.2
SB03049B2G11.f1,DV961285,115493904,2,NC_045000.1,+,117596544,117592385,LOC115493904,XM_030266265.2
SB02028B2F11.f1,CK316157,100230669,2,NC_045000.1,+,118200078,118125046,PDE7A,XM_030266267.2
SB02026A2G02.f1,CK315691,100230669,2,NC_045000.1,+,118200078,118125046,PDE7A,XM_030266270.2
SB03015B2G08.f1,DV949996,100222045,2,NC_045000.1,+,118383785,118405743,ADHFE1,XM_030266279.2
SB02036A2E12.f1.A,CK312959,100231655,2,NC_045000.1,+,118382335,118383645,RRS1,XM_030266281.2
SB02003B2E06.f1,CK309721,100231693,2,NC_045000.1,+,118512767,118568032,SGK3,XM_030266289.2
SB03049B2B09.f1,DV961227,100226918,2,NC_045000.1,+,118620717,118591045,PPP1R42,XM_030266295.2
SB03049A2G09.f1,DV961108,101233847,2,NC_045000.1,+,118590126,118586231,TCF24,XM_030266296.2
SB03012B2G12.f1,DV949062,100221100,2,NC_045000.1,+,118644287,118705148,CSPP1,XM_030266298.2
SB03017A2D04.f1,DV950453,100225571,1,NC_044998.1,+,24155526,24103155,FSTL1,XM_030266301.2
SB02031B1H05.f1,CK305925,100221100,2,NC_045000.1,+,118644287,118705148,CSPP1,XM_030266306.2
SB03037B2C08.f1,DV957080,100221100,2,NC_045000.1,+,118644287,118705148,CSPP1,XM_030266308.2
SB02014A1C11.f2,CK303403,100228816,2,NC_045000.1,+,119132440,119280684,C2H8orf34,XM_030266312.2
SB03007A1F03.f1,DV947076,100227940,2,NC_045000.1,+,120052580,120032690,TRAM1,XM_030266322.2
SB02024A2H05.f1,CK315287,100232673,2,NC_045000.1,+,120070525,120054661,LACTB2,XM_030266323.2
SB02010A1H02.f1,CK311842,100230723,2,NC_045000.1,+,121251415,121080981,STAU2,XM_030266334.2
SB02012B1F07.f1,CK301516,100230723,2,NC_045000.1,+,121251415,121080981,STAU2,XM_030266335.2
SB02026B2G12.f1,CK315804,100230723,2,NC_045000.1,+,121251415,121080981,STAU2,XM_030266336.2
SB03004B2A11.f1,DV946249,100229715,2,NC_045000.1,+,122588050,122737245,ZFHX4,XM_030266350.2
SB02034A1C05.f1,CK306391,100229715,2,NC_045000.1,+,122588050,122737245,ZFHX4,XM_030266350.2
SB02035A1B08.f1,CK306736,100229715,2,NC_045000.1,+,122588050,122737245,ZFHX4,XM_030266351.2
SB02044B1H04.f1.A,CK307808,100225952,2,NC_045000.1,+,123551487,123586120,ZC2HC1A,XM_030266355.2
SB02044A2F03.f1,CK307727,100225952,2,NC_045000.1,+,123551487,123586120,ZC2HC1A,XM_030266355.2
SB02040B2C03.f1,CK314861,100225952,2,NC_045000.1,+,123551487,123586120,ZC2HC1A,XM_030266355.2
SB02029B2B03.f1,CK305591,100225952,2,NC_045000.1,+,123551487,123586120,ZC2HC1A,XM_030266355.2
SB03033B1A11.f1.A,DV955755,100227934,2,NC_045000.1,+,123926304,123921394,HEY1,XM_030266356.2
SB02047B1H12.f1,CK308821,100227934,2,NC_045000.1,+,123926304,123921394,HEY1,XM_030266356.2
SB03015B2G04.f1,DV949992,100219294,2,NC_045000.1,+,124189450,124217089,ZBTB10,XM_030266359.2
SB03002A2G05.f1,DV945440,100219294,2,NC_045000.1,+,124189450,124217089,ZBTB10,XM_030266359.2
SB02026B1D04.f1,CK315596,100220713,1,NC_044998.1,+,24343103,24520722,STXBP5L,XM_030266367.2
SB010018000E05,CK235235,100230665,2,NC_045000.1,+,124750002,124723356,SNX16,XM_030266371.2
SB03051B1F09.f1,DV961877,100230665,2,NC_045000.1,+,124750002,124723356,SNX16,XM_030266372.2
SB03005A2G09.f1.A,DV946476,100220713,1,NC_044998.1,+,24343103,24520722,STXBP5L,XM_030266383.2
SB02030B1D03.f1,CK316384,100219287,2,NC_045000.1,+,125962761,125983595,LOC100219287,XM_030266385.2
SB03045A2B05.f1,DV959679,100219204,2,NC_045000.1,+,126296895,126355662,WWP1,XM_030266390.2
SB03032B1F11.f1,DV955483,100219204,2,NC_045000.1,+,126296895,126355662,WWP1,XM_030266390.2
SB02009A1A09.f1,CK311442,100228795,2,NC_045000.1,+,126371325,126400232,CPNE3,XM_030266393.2
SB02019B1E03.f1,CK316638,100223052,2,NC_045000.1,-,127534536,127507174,NBN,XM_030266396.2
SB02016A2A08.f1,CK302701,100223052,2,NC_045000.1,+,127534536,127507174,NBN,XM_030266397.2
SB03044B2B03.f1,DV959503,100229704,2,NC_045000.1,+,128309970,128193721,RUNX1T1,XM_030266404.2
SB02042B1E09.f1,CK307095,100229704,2,NC_045000.1,+,128309970,128193721,RUNX1T1,XM_030266404.2
SB02007A1A08.f1,CK310770,100229704,2,NC_045000.1,+,128309970,128193721,RUNX1T1,XM_030266404.2
SB02004B1F10.f1,CK309868,100229704,2,NC_045000.1,+,128309970,128193721,RUNX1T1,XM_030266405.2
SB02030B1B03.f1,CK316374,100229704,2,NC_045000.1,+,128309970,128193721,RUNX1T1,XM_030266406.2
SB03042A2E07.f1,DV958667,100224599,1,NC_044998.1,+,24591910,24582287,METTL16,XM_030266408.2
SB03027B2F09.f1,DV953944,100224599,1,NC_044998.1,+,24591910,24582287,METTL16,XM_030266408.2
SB03010B2E07.f1,DV948367,100224599,1,NC_044998.1,+,24591910,24582287,METTL16,XM_030266408.2
SB03002A1G11.f1,DV945361,100224599,1,NC_044998.1,+,24591910,24582287,METTL16,XM_030266408.2
SB03038A2F09.f1,DV957287,101233010,2,NC_045000.1,+,128700012,128638390,TRIQK,XM_030266409.2
SB03048B1G08.f1,DV960841,100225941,2,NC_045000.1,+,129062725,129074261,PDP1,XM_030266421.2
SB03016B1G07.f1,DV950231,100225941,2,NC_045000.1,+,129062725,129074261,PDP1,XM_030266421.2
SB03001A2A08.f1,DV945054,100225941,2,NC_045000.1,+,129062725,129074261,PDP1,XM_030266421.2
SB03050B1A09.f1,DV961470,100224067,2,NC_045000.1,+,129283838,129302694,LOC100224067,XM_030266427.2
SB03045B1F07.f1,DV959804,100232621,2,NC_045000.1,+,129613822,129631682,NDUFAF6,XM_030266442.2
SB03028A2F11.f1,DV954100,101233139,2,NC_045000.1,+,129704509,129693318,C2H8orf37,XM_030266449.2
SB02015B1G07.f1,CK302390,101233139,2,NC_045000.1,+,129704509,129693318,C2H8orf37,XM_030266449.2
SB02047B2A10.f1,CK308831,100228840,2,NC_045000.1,+,130228392,130372667,CPQ,XM_030266453.2
SB02037B1E10.f1,CK313404,100224966,2,NC_045000.1,+,130158461,130218606,SDC2,XM_030266454.2
SB03031A2H10.f1,DV955110,100225937,2,NC_045000.1,+,130515230,130548919,MTDH,XM_030266455.2
SB03017A1E02.f1,DV950378,100225937,2,NC_045000.1,+,130515230,130548919,MTDH,XM_030266455.2
